Fluo 0.1 target,,Fluo 0.1 target,,Fluo 0.08 target,,Fluo 0.06 target,,Fluo 0.04 target,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
476.0176086,1.725822926,,,476.0176086,1.529726386,476.0176086,1.152823567,476.0176086,0.7667441368,
474.9511719,1.63344419,,,474.9511719,1.449970603,474.9511719,1.089618206,474.9511719,0.7250860929,
474.0368652,1.579675198,,,474.0368652,1.397735357,474.0368652,1.051296592,474.0368652,0.6986290216,
472.9700012,1.512127519,,,472.9700012,1.339489579,472.9700012,1.007866621,472.9700012,0.6678452492,
472.0553589,1.447289586,,,472.0553589,1.279417992,472.0553589,0.9623698592,472.0553589,0.638138473,
470.9880371,1.387615442,,,470.9880371,1.228421211,470.9880371,0.9230661392,470.9880371,0.6125015616,
470.0730591,1.341613293,,,470.0730591,1.186131954,470.0730591,0.8915430307,470.0730591,0.5920562744,
469.0053406,1.297371387,,,469.0053406,1.145443201,469.0053406,0.8609194756,469.0053406,0.5709192753,
467.9374084,1.255046129,,,467.9374084,1.109393477,467.9374084,0.8325084448,467.9374084,0.5517110825,
467.0218811,1.223760486,,,467.0218811,1.080078959,467.0218811,0.8109077215,467.0218811,0.5380603671,
465.9535522,1.183437586,,,465.9535522,1.044697046,465.9535522,0.784653306,465.9535522,0.5202278495,
465.0376587,1.153532028,,,465.0376587,1.017897606,465.0376587,0.7640067935,465.0376587,0.5064970255,
463.9689026,1.121660471,,,463.9689026,0.9894979596,463.9689026,0.7428530455,463.9689026,0.4922549725,
463.0526733,1.102650046,,,463.0526733,0.9734041691,463.0526733,0.7306727171,463.0526733,0.4845288992,
461.9835205,1.07306242,,,461.9835205,0.9467805028,461.9835205,0.7104213834,461.9835205,0.4711182714,
461.066925,1.03977704,,,461.066925,0.9176974297,461.066925,0.6884034276,461.066925,0.456294477,
459.9973755,1.008559585,,,459.9973755,0.890550673,459.9973755,0.6682024002,459.9973755,0.4426051378,
458.9276123,0.9742678404,,,458.9276123,0.8602266908,458.9276123,0.6450061798,458.9276123,0.4276097119,
458.0104675,0.9448879957,,,458.0104675,0.8329339027,458.0104675,0.6245348454,458.0104675,0.4147669375,
456.9403076,0.9077446461,,,456.9403076,0.8011059165,456.9403076,0.6007751226,456.9403076,0.3983042836,
456.0228577,0.8703583479,,,456.0228577,0.7691917419,456.0228577,0.5766713023,456.0228577,0.3822285831,
454.9522705,0.8261309266,,,454.9522705,0.7288078666,454.9522705,0.5468360186,454.9522705,0.3628198802,
454.0344543,0.7883825302,,,454.0344543,0.6958529949,454.0344543,0.5220741034,454.0344543,0.3462351561,
452.963501,0.7469556928,,,452.963501,0.6585831046,452.963501,0.493943423,452.963501,0.3272768557,
452.0453491,0.7172904611,,,452.0453491,0.632404685,452.0453491,0.4740047157,452.0453491,0.3141103089,
450.9739685,0.6730309129,,,450.9739685,0.5937701464,450.9739685,0.4448761642,450.9739685,0.2950016558,
450.055481,0.633197248,,,450.055481,0.5582276583,450.055481,0.4180939794,450.055481,0.2776395977,
448.9837341,0.5944280028,,,448.9837341,0.5226893425,448.9837341,0.3922412992,448.9837341,0.2603136301,
448.0649109,0.5609639287,,,448.0649109,0.4937667549,448.0649109,0.3698992133,448.0649109,0.2457033396,
446.9927368,0.5277855992,,,446.9927368,0.4645976722,446.9927368,0.348480165,446.9927368,0.2312928438,
446.0735779,0.5023603439,,,446.0735779,0.4408441782,446.0735779,0.330889374,446.0735779,0.2196647525,
445.0010376,0.4690369666,,,445.0010376,0.4119982421,445.0010376,0.3086211085,445.0010376,0.2049462646,
443.9282837,0.4382394552,,,443.9282837,0.3850897551,443.9282837,0.2885563076,443.9282837,0.1917348355,
443.008606,0.4138294756,,,443.008606,0.3637920022,443.008606,0.2723852396,443.008606,0.1809149086,
441.9354553,0.3861380517,,,441.9354553,0.3391192257,441.9354553,0.2537089586,441.9354553,0.1685593128,
441.0154419,0.3675940335,,,441.0154419,0.3229258358,441.0154419,0.2421701252,441.0154419,0.1605601311,
439.941925,0.3470934033,,,439.941925,0.3043054044,439.941925,0.2283688784,439.941925,0.1513223052,
439.0215759,0.327015698,,,439.0215759,0.2874076068,439.0215759,0.2156077772,439.0215759,0.1429800689,
437.9476624,0.3092237711,,,437.9476624,0.2706474364,437.9476624,0.2027479112,437.9476624,0.1348618567,
437.0270081,0.2934808433,,,437.0270081,0.2572705448,437.0270081,0.1926408261,437.0270081,0.1279514879,
435.9526978,0.2785800099,,,435.9526978,0.2434106469,435.9526978,0.182740882,435.9526978,0.1215212196,
435.0317078,0.2673476338,,,435.0317078,0.2338785678,435.0317078,0.1753985137,435.0317078,0.1164423674,
433.9570313,0.2537883222,,,433.9570313,0.2217784077,433.9570313,0.1663195789,433.9570313,0.1104289442,
433.0357056,0.2414452434,,,433.0357056,0.2110467702,433.0357056,0.1583562791,433.0357056,0.1050679758,
431.9606323,0.2287890911,,,431.9606323,0.1996099651,431.9606323,0.1496253163,431.9606323,0.09935627878,
431.0390015,0.21846129,,,431.0390015,0.1905899793,431.0390015,0.1427806765,431.0390015,0.09507220984,
429.9635315,0.20787175,,,429.9635315,0.1813298762,429.9635315,0.1356247365,429.9635315,0.09031651914,
429.0415649,0.1988706887,,,429.0415649,0.1734327376,429.0415649,0.1297602057,429.0415649,0.08632722497,
427.9657593,0.1872849464,,,427.9657593,0.1629782915,427.9657593,0.1220186278,427.9657593,0.08114537597,
427.043457,0.1776455492,,,427.043457,0.154393971,427.043457,0.1157086641,427.043457,0.07690622658,
425.9672852,0.1674260348,,,425.9672852,0.1455556303,425.9672852,0.1089097559,425.9672852,0.07250376791,
425.0446777,0.1603927463,,,425.0446777,0.1390299946,425.0446777,0.1041169167,425.0446777,0.06950225681,
423.9681091,0.151912719,,,423.9681091,0.1315875053,423.9681091,0.09867119789,423.9681091,0.06580818444,
423.045166,0.1433573961,,,423.045166,0.1240964979,423.045166,0.09306421876,423.045166,0.06194368005,
421.9682312,0.1345135272,,,421.9682312,0.1163787395,421.9682312,0.0873792991,421.9682312,0.05836767703,
421.0449829,0.1278259307,,,421.0449829,0.1103571504,421.0449829,0.08280111849,421.0449829,0.05525907502,
419.9676819,0.1213422343,,,419.9676819,0.1046474054,419.9676819,0.07839997858,419.9676819,0.05235557258,
419.0440979,0.1166923568,,,419.0440979,0.1005213484,419.0440979,0.07521538436,419.0440979,0.05023769289,
417.9664307,0.1103626564,,,417.9664307,0.09499295801,417.9664307,0.07095970958,417.9664307,0.04745635018,
417.042572,0.1048638374,,,417.042572,0.09004315734,417.042572,0.06728322804,417.042572,0.04503019899,
415.9645081,0.09864702821,,,415.9645081,0.08498238772,415.9645081,0.06345191598,415.9645081,0.04245230556,
415.0403137,0.09562808275,,,415.0403137,0.08189644665,415.0403137,0.06125077605,415.0403137,0.04078124091,
413.9619141,0.09103236347,,,413.9619141,0.07786084712,413.9619141,0.05838349089,413.9619141,0.03880499676,
413.0374146,0.08861383051,,,413.0374146,0.07565170527,413.0374146,0.05663822591,413.0374146,0.03789646551,
411.9586487,0.08476931602,,,411.9586487,0.07230981439,411.9586487,0.05400141329,411.9586487,0.03624837846,
411.033844,0.08200567216,,,411.033844,0.06965751946,411.033844,0.0519602038,411.033844,0.03479640186,
409.9547119,0.07986073196,,,409.9547119,0.06787516922,409.9547119,0.0508582294,409.9547119,0.0341508016,
409.0296021,0.07793663442,,,409.0296021,0.06623964757,409.0296021,0.04960527644,409.0296021,0.03313347325,
407.9501038,0.07647296786,,,407.9501038,0.06484222412,407.9501038,0.04834360257,407.9501038,0.03241616488,
407.0246887,0.07500117272,,,407.0246887,0.06355291605,407.0246887,0.04757643119,407.0246887,0.03189222142,
405.9448242,0.07398951799,,,405.9448242,0.06280332059,405.9448242,0.04686418548,405.9448242,0.0315274857,
405.019104,0.07293458283,,,405.019104,0.06173257157,405.019104,0.04612811655,405.019104,0.03102788329,
403.9389038,0.0714545697,,,403.9389038,0.0606065616,403.9389038,0.04522538185,403.9389038,0.0303479936,
403.0128784,0.07145066559,,,403.0128784,0.0601750128,403.0128784,0.04504834488,403.0128784,0.03027180023,
401.932312,0.07089421153,,,401.932312,0.06008721888,401.932312,0.04479991645,401.932312,0.03026871942,
401.0059814,0.07033436,,,401.0059814,0.05931547657,401.0059814,0.04456281289,401.0059814,0.02995734103,
399.9250793,0.06988020986,,,399.9250793,0.05918030068,399.9250793,0.04404387251,399.9250793,0.02967941947,
398.9984436,0.06974094361,,,398.9984436,0.05915873498,398.9984436,0.04415684938,398.9984436,0.02966486849,
398.0716553,0.06920009851,,,398.0716553,0.05860390887,398.0716553,0.04357090592,398.0716553,0.02924522944,
396.9902344,0.06929676235,,,396.9902344,0.05868766829,396.9902344,0.04391207546,396.9902344,0.02950652875,
396.0631714,0.06916667521,,,396.0631714,0.05844150111,396.0631714,0.04364949837,396.0631714,0.02942715771,
394.9814148,0.06869900227,,,394.9814148,0.05806402117,394.9814148,0.04341127723,394.9814148,0.02909296565,
394.0540161,0.06881060451,,,394.0540161,0.05818484724,394.0540161,0.04351685196,394.0540161,0.02914342843,
392.9719238,0.06897569448,,,392.9719238,0.05829354003,392.9719238,0.0435385406,392.9719238,0.02935683168,
392.0442505,0.06891989708,,,392.0442505,0.0583166033,392.0442505,0.04373202473,392.0442505,0.02929147333,
390.961792,0.06909750402,,,390.961792,0.05865504593,390.961792,0.04384205863,390.961792,0.02947788127,
390.033844,0.06879595667,,,390.033844,0.05866666138,390.033844,0.04382596537,390.033844,0.02933027223,
388.9510498,0.06993278116,,,388.9510498,0.05935120583,388.9510498,0.04422517121,388.9510498,0.02986369282,
388.0227966,0.07011003792,,,388.0227966,0.05924705416,388.0227966,0.04438942671,388.0227966,0.02978902496,
386.9396362,0.07041161507,,,386.9396362,0.05974195898,386.9396362,0.04460512102,386.9396362,0.03013806976,
386.0111084,0.07051748037,,,386.0111084,0.05979242548,386.0111084,0.04475379735,386.0111084,0.03021313064,
384.9276428,0.07126194239,,,384.9276428,0.06050844863,384.9276428,0.04521759599,384.9276428,0.03045246378,
383.9987793,0.07104829699,,,383.9987793,0.05996686965,383.9987793,0.04515276849,383.9987793,0.03010724485,
383.0698242,0.07163300365,,,383.0698242,0.06064445153,383.0698242,0.04532590881,383.0698242,0.03051994182,
381.9858704,0.07192219794,,,381.9858704,0.06105665863,381.9858704,0.0457072854,381.9858704,0.03060142882,
381.0566101,0.07193539292,,,381.0566101,0.06107250974,381.0566101,0.04584158212,381.0566101,0.03074905276,
379.97229,0.07203132659,,,379.97229,0.06133704633,379.97229,0.04572761804,379.97229,0.03075110912,
379.0427551,0.07223074883,,,379.0427551,0.06122493371,379.0427551,0.04583761096,379.0427551,0.03098184429,
377.9581299,0.07189574093,,,377.9581299,0.06076546386,377.9581299,0.04573285207,377.9581299,0.03079492971,
377.0282898,0.07039286941,,,377.0282898,0.05983767286,377.0282898,0.0451086238,377.0282898,0.03019550815,
375.9433289,0.07072047144,,,375.9433289,0.06013044342,375.9433289,0.0451229848,375.9433289,0.03042622656,
375.0132141,0.07053589821,,,375.0132141,0.06000672653,375.0132141,0.04509219527,375.0132141,0.03047056869,
373.9279175,0.0697786361,,,373.9279175,0.05927319452,373.9279175,0.04436517134,373.9279175,0.02989533171,
372.9975281,0.06929633766,,,372.9975281,0.05892013013,372.9975281,0.04396523535,372.9975281,0.02981979959,
372.0670166,0.0687033087,,,372.0670166,0.05830861256,372.0670166,0.04377445579,372.0670166,0.02959153801,
370.9812622,0.06747080386,,,370.9812622,0.05741198733,370.9812622,0.04286330938,370.9812622,0.0289239604,
370.0504456,0.0671133101,,,370.0504456,0.05679004639,370.0504456,0.04240746424,370.0504456,0.02865214646,
368.9643555,0.06625849009,,,368.9643555,0.05615895241,368.9643555,0.04204677045,368.9643555,0.02845365368,
368.0332642,0.06540799886,,,368.0332642,0.05548617989,368.0332642,0.04154686257,368.0332642,0.02803090401,
366.9468689,0.06469675153,,,366.9468689,0.05478141084,366.9468689,0.04097845033,366.9468689,0.02778255194,
366.0155029,0.06397101283,,,366.0155029,0.05425892025,366.0155029,0.04070075229,366.0155029,0.02747242898,
364.928772,0.06340400875,,,364.928772,0.05366833508,364.928772,0.04008061066,364.928772,0.02710331045,
363.9971313,0.06298873574,,,363.9971313,0.05325336382,363.9971313,0.03998923674,363.9971313,0.02700592205,
363.0653992,0.06283084303,,,363.0653992,0.05283943564,363.0653992,0.03950127214,363.0653992,0.02672787011,
361.9781799,0.0615407154,,,361.9781799,0.05245726556,361.9781799,0.03947573155,361.9781799,0.02676853351,
361.0461426,0.06166728586,,,361.0461426,0.05203840137,361.0461426,0.03905438259,361.0461426,0.02650084347,
359.9586487,0.06124740839,,,359.9586487,0.05198844522,359.9586487,0.03887735307,359.9586487,0.02637852915,
359.0263367,0.06147554889,,,359.0263367,0.05223174021,359.0263367,0.03884790838,359.0263367,0.02632937767,
357.9385071,0.06158545613,,,357.9385071,0.05217706412,357.9385071,0.03895696625,357.9385071,0.02617961727,
357.0059204,0.06166833267,,,357.0059204,0.05224820599,357.0059204,0.03925627843,357.0059204,0.02631972358,
356.0732422,0.06221487373,,,356.0732422,0.05255579948,356.0732422,0.03951950371,356.0732422,0.02666516416,
354.9849548,0.06289737672,,,354.9849548,0.05330879241,354.9849548,0.03993307427,354.9849548,0.02680498734,
354.052002,0.06369182467,,,354.052002,0.05355150998,354.052002,0.04038402066,354.052002,0.02701941878,
352.9633789,0.06512004137,,,352.9633789,0.05549850315,352.9633789,0.04140485823,352.9633789,0.0277759023,
352.0301514,0.06658869982,,,352.0301514,0.05659985915,352.0301514,0.04245381802,352.0301514,0.02835101634,
350.9412537,0.06908518076,,,350.9412537,0.05853595212,350.9412537,0.04387931526,350.9412537,0.02937907167,
350.0077515,0.07191834599,,,350.0077515,0.06129277498,350.0077515,0.04598973319,350.0077515,0.03082822077,

Fluo 0.1 target,
Fluo 0.1 target
Collection Time: 2026-01-27 15:10:30
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        700.0
Stop (nm)                         350.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600.00
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.1000
Beam Mode                         Dual Beam
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 2026-01-27 12:04:29
Method Modifications:
UVVIS SAT Changed: 2026-01-27 12:06:18, Old:0.0125, New:0.1000
Common SAT Changed: 2026-01-27 12:06:18, Old:0.0125, New:0.1000
X Start nm Changed: 2026-01-27 12:06:26, Old:  800.0, New:  700.0
X Stop nm Changed: 2026-01-27 12:06:26, Old:  200.0, New:  350.0
Common Interval nm Changed: 2026-01-27 12:06:26, Old:     5.00, New:     1.00
Baseline Correction Changed: 2026-01-27 12:07:43, Old:0, New:1
Baseline Correction Changed: 2026-01-27 12:09:26, Old:1, New:0
Baseline Correction Changed: 2026-01-27 15:07:12, Old:0, New:1
End Method Modifications
<Current Wavelength> , 350.0

Fluo 0.1 target,
Fluo 0.1 target
Collection Time: 2026-01-27 15:11:13
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        700.0
Stop (nm)                         350.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600.00
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.1000
Beam Mode                         Dual Beam
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 2026-01-27 12:04:29
Method Modifications:
UVVIS SAT Changed: 2026-01-27 12:06:18, Old:0.0125, New:0.1000
Common SAT Changed: 2026-01-27 12:06:18, Old:0.0125, New:0.1000
X Start nm Changed: 2026-01-27 12:06:26, Old:  800.0, New:  700.0
X Stop nm Changed: 2026-01-27 12:06:26, Old:  200.0, New:  350.0
Common Interval nm Changed: 2026-01-27 12:06:26, Old:     5.00, New:     1.00
Baseline Correction Changed: 2026-01-27 12:07:43, Old:0, New:1
Baseline Correction Changed: 2026-01-27 12:09:26, Old:1, New:0
Baseline Correction Changed: 2026-01-27 15:07:12, Old:0, New:1
End Method Modifications
<Current Wavelength> , 672.0

Fluo 0.08 target,
Fluo 0.08 target
Collection Time: 2026-01-27 15:15:59
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        700.0
Stop (nm)                         350.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600.00
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.1000
Beam Mode                         Dual Beam
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 2026-01-27 12:04:29
Method Modifications:
UVVIS SAT Changed: 2026-01-27 12:06:18, Old:0.0125, New:0.1000
Common SAT Changed: 2026-01-27 12:06:18, Old:0.0125, New:0.1000
X Start nm Changed: 2026-01-27 12:06:26, Old:  800.0, New:  700.0
X Stop nm Changed: 2026-01-27 12:06:26, Old:  200.0, New:  350.0
Common Interval nm Changed: 2026-01-27 12:06:26, Old:     5.00, New:     1.00
Baseline Correction Changed: 2026-01-27 12:07:43, Old:0, New:1
Baseline Correction Changed: 2026-01-27 12:09:26, Old:1, New:0
Baseline Correction Changed: 2026-01-27 15:07:12, Old:0, New:1
End Method Modifications
<Current Wavelength> , 350.0

Fluo 0.06 target,
Fluo 0.06 target
Collection Time: 2026-01-27 15:19:20
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        700.0
Stop (nm)                         350.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600.00
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.1000
Beam Mode                         Dual Beam
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 2026-01-27 12:04:29
Method Modifications:
UVVIS SAT Changed: 2026-01-27 12:06:18, Old:0.0125, New:0.1000
Common SAT Changed: 2026-01-27 12:06:18, Old:0.0125, New:0.1000
X Start nm Changed: 2026-01-27 12:06:26, Old:  800.0, New:  700.0
X Stop nm Changed: 2026-01-27 12:06:26, Old:  200.0, New:  350.0
Common Interval nm Changed: 2026-01-27 12:06:26, Old:     5.00, New:     1.00
Baseline Correction Changed: 2026-01-27 12:07:43, Old:0, New:1
Baseline Correction Changed: 2026-01-27 12:09:26, Old:1, New:0
Baseline Correction Changed: 2026-01-27 15:07:12, Old:0, New:1
End Method Modifications
<Current Wavelength> , 350.0

Fluo 0.04 target,
Fluo 0.04 target
Collection Time: 2026-01-27 15:23:29
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        700.0
Stop (nm)                         350.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600.00
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.1000
Beam Mode                         Dual Beam
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 2026-01-27 12:04:29
Method Modifications:
UVVIS SAT Changed: 2026-01-27 12:06:18, Old:0.0125, New:0.1000
Common SAT Changed: 2026-01-27 12:06:18, Old:0.0125, New:0.1000
X Start nm Changed: 2026-01-27 12:06:26, Old:  800.0, New:  700.0
X Stop nm Changed: 2026-01-27 12:06:26, Old:  200.0, New:  350.0
Common Interval nm Changed: 2026-01-27 12:06:26, Old:     5.00, New:     1.00
Baseline Correction Changed: 2026-01-27 12:07:43, Old:0, New:1
Baseline Correction Changed: 2026-01-27 12:09:26, Old:1, New:0
Baseline Correction Changed: 2026-01-27 15:07:12, Old:0, New:1
End Method Modifications
<Current Wavelength> , 350.0

