0.1M NaOH1,,Fluo base,,Fluo 1:10,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
644.0025024,0.02548711747,644.0025024,0.2300209403,644.0025024,0.04375000298,
642.9784546,0.0260206461,642.9784546,0.2361885458,642.9784546,0.0448725298,
641.9541626,0.0259741731,641.9541626,0.2413250208,641.9541626,0.04526514187,
640.9295044,0.02607685514,640.9295044,0.2460706234,640.9295044,0.04586267099,
640.0510254,0.02572210319,640.0510254,0.2507230341,640.0510254,0.04636235908,
639.0258179,0.02585390396,639.0258179,0.2554426789,639.0258179,0.04678904638,
638.0003662,0.02591385506,638.0003662,0.2607612312,638.0003662,0.04736407846,
636.9745483,0.02568494529,636.9745483,0.2661031783,636.9745483,0.04790183157,
635.9484863,0.02577294596,635.9484863,0.2714009881,635.9484863,0.04825457931,
635.0687256,0.02609502524,635.0687256,0.2762987614,635.0687256,0.04915427789,
634.0421143,0.02602015063,634.0421143,0.2821252644,634.0421143,0.04935416579,
633.0151367,0.02580156922,633.0151367,0.2881266475,633.0151367,0.05008486286,
631.987915,0.02580448054,631.987915,0.2932399511,631.987915,0.05056713149,
630.9603882,0.02581395768,630.9603882,0.2984029651,630.9603882,0.05104219168,
629.9325562,0.02565948665,629.9325562,0.3039261103,629.9325562,0.05152016133,
629.0512695,0.0257099364,629.0512695,0.3101414144,629.0512695,0.05214869231,
628.0228882,0.02575226128,628.0228882,0.3169600964,628.0228882,0.05285349488,
626.9942017,0.02584747411,626.9942017,0.3237877786,626.9942017,0.0535364002,
625.96521,0.02579742111,625.96521,0.3302633464,625.96521,0.05423175916,
624.9359741,0.02565701492,624.9359741,0.3364614546,624.9359741,0.05500758812,
624.0534668,0.02579733916,624.0534668,0.3422861695,624.0534668,0.05547170714,
623.0236816,0.02544506639,623.0236816,0.35006392,623.0236816,0.05635057017,
621.9935303,0.02567536011,621.9935303,0.3573016226,621.9935303,0.05729338154,
620.9631348,0.02575789206,620.9631348,0.3646627963,620.9631348,0.05780078843,
619.9324341,0.02581747435,619.9324341,0.3720051646,619.9324341,0.05843338743,
619.0487061,0.02546065673,619.0487061,0.3787201047,619.0487061,0.05926022679,
618.0174561,0.02572377957,618.0174561,0.3866576552,618.0174561,0.05989275873,
616.9859009,0.02558575943,616.9859009,0.3932621181,616.9859009,0.06059299037,
615.9541016,0.02543993294,615.9541016,0.4019049704,615.9541016,0.0615956001,
615.069458,0.02530696988,615.069458,0.4095315337,615.069458,0.06242660433,
614.0370483,0.02534848824,614.0370483,0.4187853634,614.0370483,0.06316704303,
613.0043945,0.02537502535,613.0043945,0.4275576174,613.0043945,0.06403595209,
611.9714355,0.02516003139,611.9714355,0.4351371825,611.9714355,0.06462828815,
610.9382324,0.02521415241,610.9382324,0.4435066879,610.9382324,0.06558053195,
610.0523682,0.0254302714,610.0523682,0.4514536262,610.0523682,0.06646333635,
609.0185547,0.02514637075,609.0185547,0.4618695676,609.0185547,0.06747645885,
607.9844971,0.02479572222,607.9844971,0.4709919095,607.9844971,0.06831880659,
606.9501343,0.02457882278,606.9501343,0.4800330698,606.9501343,0.069020845,
606.0633545,0.02478423901,606.0633545,0.4876276851,606.0633545,0.06987255067,
605.0284424,0.0251493603,605.0284424,0.4968081415,605.0284424,0.07093621045,
603.9932861,0.0251053106,603.9932861,0.5059444904,603.9932861,0.071890302,
602.9578247,0.0250580851,602.9578247,0.5167300701,602.9578247,0.07277441025,
602.0700684,0.02480717935,602.0700684,0.5261196494,602.0700684,0.07364495844,
601.0341187,0.02468032762,601.0341187,0.5372520089,601.0341187,0.07491894066,
599.9978638,0.02446523868,599.9978638,0.5483250022,599.9978638,0.07579191774,
598.9613037,0.02396838367,598.9613037,0.5584224463,598.9613037,0.07639838755,
598.0725708,0.02396687865,598.0725708,0.566591084,598.0725708,0.07709763944,
597.0355225,0.02426917106,597.0355225,0.578520596,597.0355225,0.07862136513,
595.9981689,0.02402167395,595.9981689,0.5910382271,595.9981689,0.07961358875,
594.9605103,0.02393334359,594.9605103,0.6029824615,594.9605103,0.08076104522,
594.0709229,0.02378741466,594.0709229,0.6140571237,594.0709229,0.08190904558,
593.0327759,0.02366127074,593.0327759,0.6249533296,593.0327759,0.08281703293,
591.9943237,0.02347928286,591.9943237,0.6361245513,591.9943237,0.08377379179,
590.9555664,0.02346917242,590.9555664,0.6484718919,590.9555664,0.08479530364,
590.0650635,0.02328718267,590.0650635,0.6607913375,590.0650635,0.0862436071,
589.0258179,0.02313950472,589.0258179,0.6739104986,589.0258179,0.08750255406,
587.9863281,0.02295918204,587.9863281,0.6869701743,587.9863281,0.08862364292,
586.9465332,0.02281461656,586.9465332,0.7004375458,586.9465332,0.08968219161,
586.0550537,0.02276196517,586.0550537,0.7111112475,586.0550537,0.0907022208,
585.0147705,0.02269415557,585.0147705,0.7233326435,585.0147705,0.09180659801,
583.9741821,0.02246230096,583.9741821,0.737813592,583.9741821,0.09304731339,
582.9332886,0.02195055038,582.9332886,0.7525507212,582.9332886,0.09424038976,
582.0409546,0.02201753668,582.0409546,0.7654069066,582.0409546,0.09558511525,
580.9995728,0.02158454247,580.9995728,0.7795487046,580.9995728,0.09679120779,
579.9579468,0.02173027769,579.9579468,0.7928958535,579.9579468,0.09789404273,
579.0648804,0.02147551812,579.0648804,0.8025577068,579.0648804,0.09873146564,
578.0227051,0.02115439996,578.0227051,0.8188078403,578.0227051,0.1000127196,
576.9802856,0.02099435031,576.9802856,0.8353156447,576.9802856,0.1013081595,
575.9376221,0.02078281716,575.9376221,0.8511460423,575.9376221,0.1027446017,
575.0436401,0.02062898502,575.0436401,0.8654965162,575.0436401,0.1039182469,
574.0004272,0.02031128481,574.0004272,0.8814885616,574.0004272,0.1049757972,
572.9569702,0.02018481679,572.9569702,0.8966688514,572.9569702,0.1063014269,
572.0623779,0.02004640549,572.0623779,0.9126714468,572.0623779,0.1077716872,
571.0183716,0.01978214644,571.0183716,0.9316223264,571.0183716,0.1092021465,
569.9741821,0.01967102848,569.9741821,0.9517334104,569.9741821,0.1105014235,
568.9296265,0.01935714111,568.9296265,0.9722962379,568.9296265,0.1120911688,
568.0341187,0.01902284473,568.0341187,0.9895180464,568.0341187,0.1132252365,
566.9891357,0.01897278614,566.9891357,1.010105252,566.9891357,0.1147722006,
565.9438477,0.01866261847,565.9438477,1.031742334,565.9438477,0.116388388,
565.0477295,0.01849376038,565.0477295,1.054396868,565.0477295,0.1177648082,
564.0019531,0.01834522001,564.0019531,1.081683636,564.0019531,0.1194851547,
562.9558716,0.01784997247,562.9558716,1.111466289,562.9558716,0.1210958809,
562.059082,0.01765991375,562.059082,1.136848807,562.059082,0.122787185,
561.0125732,0.0174724739,561.0125732,1.166226029,561.0125732,0.1245667562,
559.9657593,0.01732681319,559.9657593,1.198522568,559.9657593,0.1265422404,
559.0682983,0.01716426387,559.0682983,1.236145735,559.0682983,0.1287431866,
558.0209961,0.01682435721,558.0209961,1.280293107,558.0209961,0.1310330629,
556.9734497,0.01654166915,556.9734497,1.329996586,556.9734497,0.1336453855,
555.9256592,0.01625389606,555.9256592,1.383037686,555.9256592,0.1364685297,
555.0273438,0.01610337943,555.0273438,1.420856833,555.0273438,0.1385022253,
553.9790039,0.01583729312,553.9790039,1.480473518,553.9790039,0.1413988024,
552.930481,0.01580110565,552.930481,1.552511454,552.930481,0.1453749835,
552.0314941,0.01559710316,552.0314941,1.623681188,552.0314941,0.1488123238,
550.9824219,0.01540392544,550.9824219,1.704123259,550.9824219,0.1529927552,
549.9331665,0.01525504235,549.9331665,1.809413314,549.9331665,0.1581155956,
549.0335083,0.01518246997,549.0335083,1.887834787,549.0335083,0.1620948166,
547.9837646,0.01552997343,547.9837646,2.020583391,547.9837646,0.1691477746,
546.9337158,0.01563644223,546.9337158,2.159892082,546.9337158,0.1765125096,
546.0334473,0.01560754143,546.0334473,2.314336777,546.0334473,0.1838395,
544.9829102,0.01544485521,544.9829102,2.510226727,544.9829102,0.1935593188,
543.9321289,0.0155708883,543.9321289,2.70724988,543.9321289,0.2042919397,
543.03125,0.01547661517,543.03125,2.892697096,543.03125,0.2144742757,
541.9800415,0.01601151377,541.9800415,3.112209082,541.9800415,0.2264944762,
540.9285278,0.01637435891,540.9285278,3.475417376,540.9285278,0.2428387105,
540.0269775,0.01585877128,540.0269775,3.552339554,540.0269775,0.2610886693,
538.9750366,0.01672897674,538.9750366,4.584605217,538.9750366,0.2854229808,
538.0731201,0.01690438949,538.0731201,4.317783356,538.0731201,0.3075937629,
537.0206299,0.01750033908,537.0206299,10,537.0206299,0.3356303871,
535.9679565,0.0172770042,535.9679565,4.095899105,535.9679565,0.3660832345,
535.0654297,0.01812091097,535.0654297,4.711338997,535.0654297,0.4095388055,
534.012207,0.01896946132,534.012207,10,534.012207,0.4577350616,
532.9588013,0.01954926923,532.9588013,10,532.9588013,0.5194352269,
532.0556641,0.0199215319,532.0556641,4.327354908,532.0556641,0.5812105536,
531.00177,0.02024293505,531.00177,10,531.00177,0.6531710029,
529.9476318,0.02147929929,529.9476318,4.692555904,529.9476318,0.7473302484,
529.0438232,0.02182096429,529.0438232,10,529.0438232,0.8431707621,
527.9892578,0.02248768136,527.9892578,10,527.9892578,0.9852522016,
526.9343872,0.02292468771,526.9343872,10,526.9343872,1.150517344,
526.0300293,0.02372523956,526.0300293,10,526.0300293,1.275806785,
524.9746704,0.02363543957,524.9746704,4.179223537,524.9746704,1.467507362,
524.0699463,0.02411483787,524.0699463,4.61981678,524.0699463,1.682617903,
523.0141602,0.02479235083,523.0141602,10,523.0141602,2.000406027,
521.9581299,0.02524103783,521.9581299,4.093558788,521.9581299,2.319777012,
521.0527344,0.02581643127,521.0527344,10,521.0527344,2.635826826,
519.9962158,0.02665668726,519.9962158,10,519.9962158,2.947517872,
518.9395142,0.02673395537,518.9395142,10,518.9395142,3.173083305,
518.0335693,0.02757921629,518.0335693,10,518.0335693,3.207006216,
516.9763794,0.02796436474,516.9763794,3.878859282,516.9763794,3.325579643,
516.0700073,0.02827865444,516.0700073,3.874237776,516.0700073,3.346740246,
515.0123291,0.02871306613,515.0123291,10,515.0123291,3.249441385,
513.9544678,0.02904212289,513.9544678,4.325298309,513.9544678,3.325855494,
513.0475464,0.0293353945,513.0475464,3.99425292,513.0475464,3.30777669,
511.9891663,0.02970735915,511.9891663,4.95648241,511.9891663,3.375476122,
510.930603,0.02998155542,510.930603,3.748237371,510.930603,3.368236303,
510.0230713,0.03021712601,510.0230713,4.000964642,510.0230713,3.266006231,
508.9640503,0.03062048182,508.9640503,10,508.9640503,3.275621176,
508.0561218,0.03065934405,508.0561218,3.832645655,508.0561218,3.247316599,
506.9966431,0.03075716645,506.9966431,10,506.9966431,3.342185974,
505.9369202,0.03097934276,505.9369202,4.065489292,505.9369202,3.272108555,
505.0284119,0.03094918095,505.0284119,3.555758476,505.0284119,3.28433919,
503.9682617,0.03121731989,503.9682617,10,503.9682617,3.472890377,
503.0593872,0.03125322983,503.0593872,3.697496891,503.0593872,3.274615765,
501.9987793,0.03134648502,501.9987793,3.650862932,501.9987793,3.385974169,
500.9379578,0.03125136718,500.9379578,10,500.9379578,3.373017311,
500.0284729,0.0311634168,500.0284729,4.107886314,500.0284729,3.331840277,
498.9672241,0.03110187501,498.9672241,10,498.9672241,3.364312172,
498.057373,0.03096324764,498.057373,10,498.057373,3.410869598,
496.9956665,0.03095968813,496.9956665,10,496.9956665,3.346952677,
495.9337158,0.03104631789,495.9337158,3.758782864,495.9337158,3.290086031,
495.0232849,0.03077469952,495.0232849,5.461092949,495.0232849,3.347608805,
493.960907,0.03109275363,493.960907,4.93432188,493.960907,3.461740971,
493.0501404,0.03049061634,493.0501404,10,493.0501404,3.390450716,
491.9873047,0.03082610853,491.9873047,10,491.9873047,3.422450542,
490.9242859,0.03090556711,490.9242859,10,490.9242859,3.379593611,
490.0129089,0.03045265935,490.0129089,10,490.0129089,3.445326567,
488.9494324,0.02975162677,488.9494324,10,488.9494324,3.401109457,
488.0377197,0.02977530286,488.0377197,10,488.0377197,3.399282932,
486.9738159,0.02994935401,486.9738159,10,486.9738159,3.438965797,
486.0617371,0.02954199351,486.0617371,10,486.0617371,3.442966461,
484.997406,0.02984450385,484.997406,5.007779598,484.997406,3.426865339,
483.9328613,0.03048733994,483.9328613,4.679972649,483.9328613,3.429136753,
483.0202026,0.02973089181,483.0202026,10,483.0202026,3.38338232,
481.9552002,0.02966034971,481.9552002,4.599145889,481.9552002,3.347258806,
481.0422058,0.02884583175,481.0422058,10,481.0422058,3.328612804,
479.9768066,0.02958793566,479.9768066,4.397363663,479.9768066,3.346269846,
479.0634155,0.02892708778,479.0634155,3.962814808,479.0634155,3.46455574,
477.9975891,0.02927233838,477.9975891,10,477.9975891,3.321702003,
476.9315491,0.03030502237,476.9315491,4.228773594,476.9315491,3.395046711,
476.0176086,0.03065303899,476.0176086,10,476.0176086,3.482439756,
474.9511719,0.03036567569,474.9511719,10,474.9511719,3.420351028,
474.0368652,0.03062437102,474.0368652,4.441002369,474.0368652,3.322147131,
472.9700012,0.03193730116,472.9700012,4.767875195,472.9700012,3.344389915,
472.0553589,0.03156164289,472.0553589,10,472.0553589,3.431784868,
470.9880371,0.03292864934,470.9880371,4.43576479,470.9880371,3.506829262,
470.0730591,0.03332575783,470.0730591,10,470.0730591,3.437895775,
469.0053406,0.03399065137,469.0053406,10,469.0053406,3.437317848,
467.9374084,0.03369564563,467.9374084,4.279916763,467.9374084,3.400166035,
467.0218811,0.03495912254,467.0218811,10,467.0218811,3.484209061,
465.9535522,0.03564897552,465.9535522,4.280817509,465.9535522,3.42843461,
465.0376587,0.03544931114,465.0376587,5.082464695,465.0376587,3.379889965,
463.9689026,0.03581170738,463.9689026,10,463.9689026,3.350814819,
463.0526733,0.03703485057,463.0526733,10,463.0526733,3.492519617,
461.9835205,0.03747275472,461.9835205,4.581703186,461.9835205,3.373836756,
461.066925,0.03757841885,461.066925,10,461.066925,3.385350704,
459.9973755,0.03848325461,459.9973755,10,459.9973755,3.429677248,
458.9276123,0.0390804112,458.9276123,10,458.9276123,3.498169184,
458.0104675,0.03928498179,458.0104675,10,458.0104675,3.413714409,
456.9403076,0.03951524943,456.9403076,10,456.9403076,3.489923954,
456.0228577,0.03979307413,456.0228577,10,456.0228577,3.363080502,
454.9522705,0.04004433379,454.9522705,10,454.9522705,3.377078533,
454.0344543,0.04010814801,454.0344543,10,454.0344543,3.450590611,
452.963501,0.04055266082,452.963501,10,452.963501,3.487202644,
452.0453491,0.04071820527,452.0453491,4.278651714,452.0453491,3.388835192,
450.9739685,0.04088657722,450.9739685,10,450.9739685,3.37934494,
450.055481,0.04110204428,450.055481,10,450.055481,3.415625095,
448.9837341,0.04115864635,448.9837341,10,448.9837341,3.428604126,
448.0649109,0.04129578546,448.0649109,5.437088966,448.0649109,3.392650127,
446.9927368,0.0415773131,446.9927368,10,446.9927368,3.463660717,
446.0735779,0.04169717059,446.0735779,10,446.0735779,3.334947824,
445.0010376,0.04193129018,445.0010376,10,445.0010376,3.467775583,
443.9282837,0.04194135219,443.9282837,10,443.9282837,3.48856163,
443.008606,0.0420657061,443.008606,4.427244186,443.008606,3.355690002,
441.9354553,0.04190662876,441.9354553,10,441.9354553,3.416732073,
441.0154419,0.04217023775,441.0154419,4.404520512,441.0154419,3.427890062,
439.941925,0.04241705686,439.941925,10,439.941925,3.424558163,
439.0215759,0.04242630303,439.0215759,10,439.0215759,3.37917304,
437.9476624,0.04248130694,437.9476624,10,437.9476624,3.468072414,
437.0270081,0.04260190204,437.0270081,4.26558733,437.0270081,3.496886253,
435.9526978,0.04224877805,435.9526978,5.020998955,435.9526978,3.487263203,
435.0317078,0.0422960259,435.0317078,10,435.0317078,3.351505518,
433.9570313,0.04213227332,433.9570313,10,433.9570313,3.380127668,
433.0357056,0.04224155843,433.0357056,4.366398811,433.0357056,3.41123724,
431.9606323,0.04214513674,431.9606323,10,431.9606323,3.362683058,
431.0390015,0.0421050638,431.0390015,4.725497246,431.0390015,3.448146343,
429.9635315,0.04199834913,429.9635315,4.198505878,429.9635315,3.378955126,
429.0415649,0.04204052314,429.0415649,10,429.0415649,3.460853577,
427.9657593,0.0418465957,427.9657593,10,427.9657593,3.394641399,
427.043457,0.04182550311,427.043457,4.729726791,427.043457,3.38983202,
425.9672852,0.04169007763,425.9672852,10,425.9672852,3.400219202,
425.0446777,0.04150242731,425.0446777,10,425.0446777,3.317221403,
423.9681091,0.0416143164,423.9681091,5.167775154,423.9681091,3.328856468,
423.045166,0.04151376337,423.045166,4.629223347,423.045166,3.227098703,
421.9682312,0.04128095135,421.9682312,10,421.9682312,3.144054651,
421.0449829,0.04173242301,421.0449829,4.924380302,421.0449829,3.093854427,
419.9676819,0.04169013351,419.9676819,10,419.9676819,2.967253923,
419.0440979,0.04166420549,419.0440979,10,419.0440979,2.875553846,
417.9664307,0.04165577143,417.9664307,10,417.9664307,2.765015125,
417.042572,0.04170215875,417.042572,10,417.042572,2.654341936,
415.9645081,0.04061780125,415.9645081,10,415.9645081,2.524158955,
415.0403137,0.04129228368,415.0403137,10,415.0403137,2.442356348,
413.9619141,0.04033016413,413.9619141,4.221493721,413.9619141,2.349208355,
413.0374146,0.04131004587,413.0374146,10,413.0374146,2.278618813,
411.9586487,0.04089155421,411.9586487,10,411.9586487,2.174976349,
411.033844,0.03982294723,411.033844,10,411.033844,2.108669281,
409.9547119,0.04089516401,409.9547119,10,409.9547119,2.045039177,
409.0296021,0.04004333913,409.0296021,4.25993824,409.0296021,2.010917902,
407.9501038,0.03963286802,407.9501038,10,407.9501038,1.966360569,
407.0246887,0.04033217952,407.0246887,10,407.0246887,1.926644206,
405.9448242,0.0400345102,405.9448242,10,405.9448242,1.891020298,
405.019104,0.04015894234,405.019104,10,405.019104,1.86856091,
403.9389038,0.03901830316,403.9389038,10,403.9389038,1.844386935,
403.0128784,0.03928180784,403.0128784,10,403.0128784,1.828162551,
401.932312,0.03985619918,401.932312,3.95716548,401.932312,1.813299656,
401.0059814,0.03894431144,401.0059814,4.311850548,401.0059814,1.794070244,
399.9250793,0.0386303328,399.9250793,4.685112953,399.9250793,1.782367587,
398.9984436,0.03967305645,398.9984436,4.752202034,398.9984436,1.776960492,
398.0716553,0.03872770071,398.0716553,10,398.0716553,1.76752162,
396.9902344,0.03943955898,396.9902344,10,396.9902344,1.760001898,
396.0631714,0.03914026171,396.0631714,5.011183262,396.0631714,1.752717137,
394.9814148,0.03936560825,394.9814148,10,394.9814148,1.749381185,
394.0540161,0.03977590799,394.0540161,10,394.0540161,1.746696234,
392.9719238,0.0392174609,392.9719238,10,392.9719238,1.745264649,
392.0442505,0.03959866986,392.0442505,10,392.0442505,1.749366999,
390.961792,0.04002071545,390.961792,4.988534451,390.961792,1.75053525,
390.033844,0.03899728879,390.033844,4.721118927,390.033844,1.751724958,
388.9510498,0.03997161239,388.9510498,5.256200314,388.9510498,1.761983156,
388.0227966,0.04026841372,388.0227966,10,388.0227966,1.766830206,
386.9396362,0.04082463309,386.9396362,10,386.9396362,1.773895264,
386.0111084,0.04007337242,386.0111084,10,386.0111084,1.778203964,
384.9276428,0.04116752371,384.9276428,4.419011116,384.9276428,1.791830897,
383.9987793,0.04109333828,383.9987793,10,383.9987793,1.791872382,
383.0698242,0.04128687456,383.0698242,4.365950584,383.0698242,1.796467781,
381.9858704,0.04151923209,381.9858704,10,381.9858704,1.798854828,
381.0566101,0.04208609834,381.0566101,4.539421082,381.0566101,1.801034927,
379.97229,0.04313084483,379.97229,10,379.97229,1.80078733,
379.0427551,0.04327810183,379.0427551,10,379.0427551,1.793812275,
377.9581299,0.04399462789,377.9581299,4.378062725,377.9581299,1.785590529,
377.0282898,0.0439402312,377.0282898,10,377.0282898,1.772924542,
375.9433289,0.04478863627,375.9433289,10,375.9433289,1.759060383,
375.0132141,0.04537961632,375.0132141,10,375.0132141,1.740010619,
373.9279175,0.04611130431,373.9279175,4.286323547,373.9279175,1.725210667,
372.9975281,0.04654189199,372.9975281,4.116758823,372.9975281,1.704215646,
372.0670166,0.04702889547,372.0670166,10,372.0670166,1.687298059,
370.9812622,0.04811456427,370.9812622,4.070851803,370.9812622,1.663153887,
370.0504456,0.04872135445,370.0504456,4.919050217,370.0504456,1.638975143,
368.9643555,0.04924215004,368.9643555,10,368.9643555,1.616926312,
368.0332642,0.04964831099,368.0332642,10,368.0332642,1.595967531,
366.9468689,0.05071600154,366.9468689,4.160880566,366.9468689,1.5739609,
366.0155029,0.0510606207,366.0155029,3.912955999,366.0155029,1.55532527,
364.928772,0.05176147446,364.928772,4.03462553,364.928772,1.534771919,
363.9971313,0.05276649818,363.9971313,10,363.9971313,1.521129966,
363.0653992,0.05240571499,363.0653992,10,363.0653992,1.507869005,
361.9781799,0.05376805365,361.9781799,10,361.9781799,1.496519923,
361.0461426,0.05461123586,361.0461426,4.686453819,361.0461426,1.487932086,
359.9586487,0.05538430437,359.9586487,10,359.9586487,1.480834603,
359.0263367,0.0552961491,359.0263367,10,359.0263367,1.473277807,
357.9385071,0.05661303923,357.9385071,10,357.9385071,1.475022078,
357.0059204,0.05705874786,357.0059204,10,357.0059204,1.47857523,
356.0732422,0.0573791638,356.0732422,10,356.0732422,1.488644838,
354.9849548,0.05793266371,354.9849548,10,354.9849548,1.50712657,
354.052002,0.05797629803,354.052002,4.178410053,354.052002,1.52928865,
352.9633789,0.05828845128,352.9633789,4.335101604,352.9633789,1.566957831,
352.0301514,0.05882559344,352.0301514,5.413928032,352.0301514,1.60233891,
350.9412537,0.059422791,350.9412537,3.864842892,350.9412537,1.662089348,
350.0077515,0.05985321105,350.0077515,4.134393692,350.0077515,1.737818241,

0.1M NaOH1,
0.1M NaOH1
Collection Time: 2026-01-27 12:09:34
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        700.0
Stop (nm)                         350.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600.00
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.1000
Beam Mode                         Dual Beam
Baseline Correction               Off
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 2026-01-27 12:04:29
Method Modifications:
UVVIS SAT Changed: 2026-01-27 12:06:18, Old:0.0125, New:0.1000
Common SAT Changed: 2026-01-27 12:06:18, Old:0.0125, New:0.1000
X Start nm Changed: 2026-01-27 12:06:26, Old:  800.0, New:  700.0
X Stop nm Changed: 2026-01-27 12:06:26, Old:  200.0, New:  350.0
Common Interval nm Changed: 2026-01-27 12:06:26, Old:     5.00, New:     1.00
Baseline Correction Changed: 2026-01-27 12:07:43, Old:0, New:1
Baseline Correction Changed: 2026-01-27 12:09:26, Old:1, New:0
End Method Modifications
<Current Wavelength> , 350.0

Fluo base,
Fluo base
Collection Time: 2026-01-27 12:12:20
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        700.0
Stop (nm)                         350.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600.00
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.1000
