Fluo 0.1 target,,Fluo 0.1 target,,Fluo 0.08 target,,Fluo 0.06 target,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
407.9501038,0.07647296786,,,407.9501038,0.06484222412,407.9501038,0.04834360257,
407.0246887,0.07500117272,,,407.0246887,0.06355291605,407.0246887,0.04757643119,
405.9448242,0.07398951799,,,405.9448242,0.06280332059,405.9448242,0.04686418548,
405.019104,0.07293458283,,,405.019104,0.06173257157,405.019104,0.04612811655,
403.9389038,0.0714545697,,,403.9389038,0.0606065616,403.9389038,0.04522538185,
403.0128784,0.07145066559,,,403.0128784,0.0601750128,403.0128784,0.04504834488,
401.932312,0.07089421153,,,401.932312,0.06008721888,401.932312,0.04479991645,
401.0059814,0.07033436,,,401.0059814,0.05931547657,401.0059814,0.04456281289,
399.9250793,0.06988020986,,,399.9250793,0.05918030068,399.9250793,0.04404387251,
398.9984436,0.06974094361,,,398.9984436,0.05915873498,398.9984436,0.04415684938,
398.0716553,0.06920009851,,,398.0716553,0.05860390887,398.0716553,0.04357090592,
396.9902344,0.06929676235,,,396.9902344,0.05868766829,396.9902344,0.04391207546,
396.0631714,0.06916667521,,,396.0631714,0.05844150111,396.0631714,0.04364949837,
394.9814148,0.06869900227,,,394.9814148,0.05806402117,394.9814148,0.04341127723,
394.0540161,0.06881060451,,,394.0540161,0.05818484724,394.0540161,0.04351685196,
392.9719238,0.06897569448,,,392.9719238,0.05829354003,392.9719238,0.0435385406,
392.0442505,0.06891989708,,,392.0442505,0.0583166033,392.0442505,0.04373202473,
390.961792,0.06909750402,,,390.961792,0.05865504593,390.961792,0.04384205863,
390.033844,0.06879595667,,,390.033844,0.05866666138,390.033844,0.04382596537,
388.9510498,0.06993278116,,,388.9510498,0.05935120583,388.9510498,0.04422517121,
