0.1M NaOH1,,Fluo base,,Fluo 1:10,,Fluo 1:100,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
532.0556641,0.0199215319,532.0556641,4.327354908,532.0556641,0.5812105536,532.0556641,0.07112961262,
531.00177,0.02024293505,531.00177,10,531.00177,0.6531710029,531.00177,0.07865443081,
529.9476318,0.02147929929,529.9476318,4.692555904,529.9476318,0.7473302484,529.9476318,0.08852764964,
529.0438232,0.02182096429,529.0438232,10,529.0438232,0.8431707621,529.0438232,0.09790623933,
527.9892578,0.02248768136,527.9892578,10,527.9892578,0.9852522016,527.9892578,0.1131274849,
526.9343872,0.02292468771,526.9343872,10,526.9343872,1.150517344,526.9343872,0.1287549287,
526.0300293,0.02372523956,526.0300293,10,526.0300293,1.275806785,526.0300293,0.1424189061,
524.9746704,0.02363543957,524.9746704,4.179223537,524.9746704,1.467507362,524.9746704,0.161440894,
524.0699463,0.02411483787,524.0699463,4.61981678,524.0699463,1.682617903,524.0699463,0.1844795793,
523.0141602,0.02479235083,523.0141602,10,523.0141602,2.000406027,523.0141602,0.2181934416,
521.9581299,0.02524103783,521.9581299,4.093558788,521.9581299,2.319777012,521.9581299,0.2558202147,
521.0527344,0.02581643127,521.0527344,10,521.0527344,2.635826826,521.0527344,0.2968025804,
519.9962158,0.02665668726,519.9962158,10,519.9962158,2.947517872,519.9962158,0.3456110656,
518.9395142,0.02673395537,518.9395142,10,518.9395142,3.173083305,518.9395142,0.4064650834,
518.0335693,0.02757921629,518.0335693,10,518.0335693,3.207006216,518.0335693,0.4673288167,
516.9763794,0.02796436474,516.9763794,3.878859282,516.9763794,3.325579643,516.9763794,0.5625383854,
516.0700073,0.02827865444,516.0700073,3.874237776,516.0700073,3.346740246,516.0700073,0.651237309,
515.0123291,0.02871306613,515.0123291,10,515.0123291,3.249441385,515.0123291,0.7740057707,
513.9544678,0.02904212289,513.9544678,4.325298309,513.9544678,3.325855494,513.9544678,0.9134813547,
513.0475464,0.0293353945,513.0475464,3.99425292,513.0475464,3.30777669,513.0475464,1.035099149,
511.9891663,0.02970735915,511.9891663,4.95648241,511.9891663,3.375476122,511.9891663,1.213958025,
510.930603,0.02998155542,510.930603,3.748237371,510.930603,3.368236303,510.930603,1.442211151,
510.0230713,0.03021712601,510.0230713,4.000964642,510.0230713,3.266006231,510.0230713,1.651619673,
508.9640503,0.03062048182,508.9640503,10,508.9640503,3.275621176,508.9640503,1.925125003,
508.0561218,0.03065934405,508.0561218,3.832645655,508.0561218,3.247316599,508.0561218,2.140650034,
506.9966431,0.03075716645,506.9966431,10,506.9966431,3.342185974,506.9966431,2.379956007,
505.9369202,0.03097934276,505.9369202,4.065489292,505.9369202,3.272108555,505.9369202,2.65029335,
505.0284119,0.03094918095,505.0284119,3.555758476,505.0284119,3.28433919,505.0284119,2.83262372,
503.9682617,0.03121731989,503.9682617,10,503.9682617,3.472890377,503.9682617,2.930468559,
503.0593872,0.03125322983,503.0593872,3.697496891,503.0593872,3.274615765,503.0593872,3.029851675,
501.9987793,0.03134648502,501.9987793,3.650862932,501.9987793,3.385974169,501.9987793,3.073628902,
500.9379578,0.03125136718,500.9379578,10,500.9379578,3.373017311,500.9379578,3.04365015,
500.0284729,0.0311634168,500.0284729,4.107886314,500.0284729,3.331840277,500.0284729,3.0809443,
498.9672241,0.03110187501,498.9672241,10,498.9672241,3.364312172,498.9672241,3.13349843,
498.057373,0.03096324764,498.057373,10,498.057373,3.410869598,498.057373,3.039999962,
496.9956665,0.03095968813,496.9956665,10,496.9956665,3.346952677,496.9956665,3.077560902,
495.9337158,0.03104631789,495.9337158,3.758782864,495.9337158,3.290086031,495.9337158,3.002910852,
495.0232849,0.03077469952,495.0232849,5.461092949,495.0232849,3.347608805,495.0232849,3.089330196,
493.960907,0.03109275363,493.960907,4.93432188,493.960907,3.461740971,493.960907,3.122191191,
493.0501404,0.03049061634,493.0501404,10,493.0501404,3.390450716,493.0501404,3.11600399,
491.9873047,0.03082610853,491.9873047,10,491.9873047,3.422450542,491.9873047,3.161290884,
490.9242859,0.03090556711,490.9242859,10,490.9242859,3.379593611,490.9242859,3.130875111,
490.0129089,0.03045265935,490.0129089,10,490.0129089,3.445326567,490.0129089,3.132645369,
488.9494324,0.02975162677,488.9494324,10,488.9494324,3.401109457,488.9494324,3.158620834,
488.0377197,0.02977530286,488.0377197,10,488.0377197,3.399282932,488.0377197,3.162496567,
486.9738159,0.02994935401,486.9738159,10,486.9738159,3.438965797,486.9738159,3.125808001,
486.0617371,0.02954199351,486.0617371,10,486.0617371,3.442966461,486.0617371,3.169253111,
484.997406,0.02984450385,484.997406,5.007779598,484.997406,3.426865339,484.997406,3.164638042,
483.9328613,0.03048733994,483.9328613,4.679972649,483.9328613,3.429136753,483.9328613,3.155999899,
483.0202026,0.02973089181,483.0202026,10,483.0202026,3.38338232,483.0202026,3.143601179,
481.9552002,0.02966034971,481.9552002,4.599145889,481.9552002,3.347258806,481.9552002,3.188451052,
481.0422058,0.02884583175,481.0422058,10,481.0422058,3.328612804,481.0422058,3.076547384,
479.9768066,0.02958793566,479.9768066,4.397363663,479.9768066,3.346269846,479.9768066,3.148900032,
479.0634155,0.02892708778,479.0634155,3.962814808,479.0634155,3.46455574,479.0634155,3.072514296,
477.9975891,0.02927233838,477.9975891,10,477.9975891,3.321702003,477.9975891,3.12169075,
476.9315491,0.03030502237,476.9315491,4.228773594,476.9315491,3.395046711,476.9315491,3.126549244,
476.0176086,0.03065303899,476.0176086,10,476.0176086,3.482439756,476.0176086,3.124531507,
474.9511719,0.03036567569,474.9511719,10,474.9511719,3.420351028,474.9511719,3.10405302,
474.0368652,0.03062437102,474.0368652,4.441002369,474.0368652,3.322147131,474.0368652,3.155485153,
472.9700012,0.03193730116,472.9700012,4.767875195,472.9700012,3.344389915,472.9700012,3.050920248,
472.0553589,0.03156164289,472.0553589,10,472.0553589,3.431784868,472.0553589,3.090696812,
470.9880371,0.03292864934,470.9880371,4.43576479,470.9880371,3.506829262,470.9880371,3.109549284,
470.0730591,0.03332575783,470.0730591,10,470.0730591,3.437895775,470.0730591,3.050913572,
469.0053406,0.03399065137,469.0053406,10,469.0053406,3.437317848,469.0053406,3.013209105,
467.9374084,0.03369564563,467.9374084,4.279916763,467.9374084,3.400166035,467.9374084,2.952086449,
467.0218811,0.03495912254,467.0218811,10,467.0218811,3.484209061,467.0218811,2.912880182,
465.9535522,0.03564897552,465.9535522,4.280817509,465.9535522,3.42843461,465.9535522,2.879768372,
465.0376587,0.03544931114,465.0376587,5.082464695,465.0376587,3.379889965,465.0376587,2.848979712,
463.9689026,0.03581170738,463.9689026,10,463.9689026,3.350814819,463.9689026,2.783355236,
463.0526733,0.03703485057,463.0526733,10,463.0526733,3.492519617,463.0526733,2.795180321,
461.9835205,0.03747275472,461.9835205,4.581703186,461.9835205,3.373836756,461.9835205,2.743348122,
461.066925,0.03757841885,461.066925,10,461.066925,3.385350704,461.066925,2.687764406,
459.9973755,0.03848325461,459.9973755,10,459.9973755,3.429677248,459.9973755,2.638554335,
458.9276123,0.0390804112,458.9276123,10,458.9276123,3.498169184,458.9276123,2.560725927,
458.0104675,0.03928498179,458.0104675,10,458.0104675,3.413714409,458.0104675,2.501920938,
456.9403076,0.03951524943,456.9403076,10,456.9403076,3.489923954,456.9403076,2.427412033,
456.0228577,0.03979307413,456.0228577,10,456.0228577,3.363080502,456.0228577,2.350577831,
454.9522705,0.04004433379,454.9522705,10,454.9522705,3.377078533,454.9522705,2.239935875,
454.0344543,0.04010814801,454.0344543,10,454.0344543,3.450590611,454.0344543,2.147638083,
452.963501,0.04055266082,452.963501,10,452.963501,3.487202644,452.963501,2.039851665,
452.0453491,0.04071820527,452.0453491,4.278651714,452.0453491,3.388835192,452.0453491,1.967936158,
450.9739685,0.04088657722,450.9739685,10,450.9739685,3.37934494,450.9739685,1.852280259,
450.055481,0.04110204428,450.055481,10,450.055481,3.415625095,450.055481,1.749798894,
448.9837341,0.04115864635,448.9837341,10,448.9837341,3.428604126,448.9837341,1.645528436,
448.0649109,0.04129578546,448.0649109,5.437088966,448.0649109,3.392650127,448.0649109,1.558809519,
446.9927368,0.0415773131,446.9927368,10,446.9927368,3.463660717,446.9927368,1.473084807,
446.0735779,0.04169717059,446.0735779,10,446.0735779,3.334947824,446.0735779,1.402784705,
445.0010376,0.04193129018,445.0010376,10,445.0010376,3.467775583,445.0010376,1.311361432,
443.9282837,0.04194135219,443.9282837,10,443.9282837,3.48856163,443.9282837,1.229887009,
443.008606,0.0420657061,443.008606,4.427244186,443.008606,3.355690002,443.008606,1.163412809,
441.9354553,0.04190662876,441.9354553,10,441.9354553,3.416732073,441.9354553,1.088439822,
441.0154419,0.04217023775,441.0154419,4.404520512,441.0154419,3.427890062,441.0154419,1.039144754,
439.941925,0.04241705686,439.941925,10,439.941925,3.424558163,439.941925,0.9826748371,
439.0215759,0.04242630303,439.0215759,10,439.0215759,3.37917304,439.0215759,0.9289891124,
437.9476624,0.04248130694,437.9476624,10,437.9476624,3.468072414,437.9476624,0.8778710365,
437.0270081,0.04260190204,437.0270081,4.26558733,437.0270081,3.496886253,437.0270081,0.8361546397,
435.9526978,0.04224877805,435.9526978,5.020998955,435.9526978,3.487263203,435.9526978,0.7947677374,
435.0317078,0.0422960259,435.0317078,10,435.0317078,3.351505518,435.0317078,0.7642852068,
433.9570313,0.04213227332,433.9570313,10,433.9570313,3.380127668,433.9570313,0.7260143757,
433.0357056,0.04224155843,433.0357056,4.366398811,433.0357056,3.41123724,433.0357056,0.6935992837,
431.9606323,0.04214513674,431.9606323,10,431.9606323,3.362683058,431.9606323,0.6584634781,
431.0390015,0.0421050638,431.0390015,4.725497246,431.0390015,3.448146343,431.0390015,0.6298812628,
429.9635315,0.04199834913,429.9635315,4.198505878,429.9635315,3.378955126,429.9635315,0.6004267931,
429.0415649,0.04204052314,429.0415649,10,429.0415649,3.460853577,429.0415649,0.5763278604,
427.9657593,0.0418465957,427.9657593,10,427.9657593,3.394641399,427.9657593,0.544357121,
